Date,BTC-USD,ETH-USD,LTC-USD,SOL-USD,AVAX-USD,BNB-USD
2021-01-01 00:00:00+00:00,29374.15234375,730.3675537109375,126.2303466796875,1.8420840501785278,3.664823055267334,37.90501022338867
2021-01-02 00:00:00+00:00,32127.267578125,774.5349731445312,136.94488525390625,1.7992750406265259,3.4949400424957275,38.24159240722656
2021-01-03 00:00:00+00:00,32782.0234375,975.5076904296875,160.19058227539062,2.1617519855499268,3.4729440212249756,41.14897918701172
2021-01-04 00:00:00+00:00,31971.9140625,1040.2330322265625,154.8073272705078,2.4850969314575195,3.590243101119995,40.926353454589844
2021-01-05 00:00:00+00:00,33992.4296875,1100.006103515625,158.5947723388672,2.157217025756836,4.237411975860596,41.73460006713867
2021-01-06 00:00:00+00:00,36824.36328125,1207.1121826171875,169.0169219970703,1.929216980934143,4.620357036590576,42.16595458984375
2021-01-07 00:00:00+00:00,39371.04296875,1225.6781005859375,169.61595153808594,2.3727450370788574,4.4766130447387695,43.44948959350586
2021-01-08 00:00:00+00:00,40797.609375,1224.1971435546875,173.27987670898438,3.2198870182037354,5.797110080718994,42.39531707763672
2021-01-09 00:00:00+00:00,40254.546875,1281.0772705078125,177.4839324951172,3.3853819370269775,7.218531131744385,43.93285369873047
2021-01-10 00:00:00+00:00,38356.44140625,1262.2467041015625,171.11483764648438,3.466110944747925,6.586495876312256,42.4484748840332
2021-01-11 00:00:00+00:00,35566.65625,1090.1453857421875,139.25222778320312,3.1080899238586426,6.494089126586914,38.371360778808594
2021-01-12 00:00:00+00:00,33922.9609375,1043.4345703125,132.6359100341797,3.6133980751037598,7.782700061798096,38.111610412597656
2021-01-13 00:00:00+00:00,37316.359375,1130.7393798828125,147.4213409423828,3.513782024383545,8.466814994812012,40.13593292236328
2021-01-14 00:00:00+00:00,39187.328125,1218.4530029296875,152.08457946777344,3.2781639099121094,9.26131534576416,41.79368209838867
2021-01-15 00:00:00+00:00,36825.3671875,1171.8345947265625,144.237548828125,3.2501609325408936,9.380011558532715,40.91897964477539
2021-01-16 00:00:00+00:00,36178.140625,1233.53759765625,144.2654266357422,3.4470551013946533,12.877918243408203,43.17182540893555
2021-01-17 00:00:00+00:00,35791.27734375,1230.1722412109375,142.43081665039062,3.81813907623291,13.20268440246582,45.68461227416992
2021-01-18 00:00:00+00:00,36630.07421875,1257.279541015625,152.1440887451172,3.7955150604248047,12.701574325561523,45.353172302246094
2021-01-19 00:00:00+00:00,36069.8046875,1377.2958984375,153.4874267578125,3.6418659687042236,11.790321350097656,42.7855339050293
2021-01-20 00:00:00+00:00,35547.75,1382.2740478515625,149.93142700195312,3.7235779762268066,12.411564826965332,42.60689926147461
2021-01-21 00:00:00+00:00,30825.69921875,1121.5709228515625,130.1334991455078,2.9905359745025635,11.310115814208984,38.64583969116211
2021-01-22 00:00:00+00:00,33005.76171875,1236.51220703125,137.27145385742188,3.346229076385498,12.718835830688477,40.85757064819336
2021-01-23 00:00:00+00:00,32067.642578125,1230.9906005859375,137.75099182128906,3.5041120052337646,12.877225875854492,40.81547927856445
2021-01-24 00:00:00+00:00,32289.37890625,1391.609375,141.47731018066406,3.634411096572876,12.463919639587402,41.88160705566406
2021-01-25 00:00:00+00:00,32366.392578125,1324.414794921875,137.44419860839844,3.6999809741973877,12.224095344543457,41.62370300292969
2021-01-26 00:00:00+00:00,32569.849609375,1357.05810546875,134.75526428222656,4.04734992980957,12.172889709472656,41.69473648071289
2021-01-27 00:00:00+00:00,30432.546875,1253.1871337890625,122.94947052001953,3.690587043762207,11.184797286987305,40.994876861572266
2021-01-28 00:00:00+00:00,33466.09765625,1332.4921875,133.4869384765625,3.8220720291137695,12.000269889831543,42.52910614013672
2021-01-29 00:00:00+00:00,34316.38671875,1382.5228271484375,135.0125732421875,3.8346760272979736,11.621697425842285,42.85234832763672
2021-01-30 00:00:00+00:00,34269.5234375,1376.115478515625,133.4000244140625,4.224276065826416,11.984418869018555,44.77227783203125
2021-01-31 00:00:00+00:00,33114.359375,1314.9862060546875,129.57081604003906,4.264143943786621,13.516318321228027,44.27599334716797
2021-02-01 00:00:00+00:00,33537.17578125,1369.04052734375,131.95193481445312,4.611601829528809,13.22776985168457,51.607696533203125
2021-02-02 00:00:00+00:00,35510.2890625,1515.1937255859375,142.50697326660156,5.267508029937744,13.515045166015625,51.05640411376953
2021-02-03 00:00:00+00:00,37472.08984375,1660.9095458984375,155.61203002929688,5.71599006652832,14.805048942565918,52.242637634277344
2021-02-04 00:00:00+00:00,36926.06640625,1594.7626953125,145.148193359375,6.426064968109131,15.36817741394043,55.92512512207031
2021-02-05 00:00:00+00:00,38144.30859375,1718.65087890625,154.8522186279297,6.681719779968262,17.913799285888672,67.84556579589844
2021-02-06 00:00:00+00:00,39266.01171875,1677.8468017578125,155.71473693847656,6.110806941986084,17.97602081298828,72.73359680175781
2021-02-07 00:00:00+00:00,38903.44140625,1614.227783203125,151.14007568359375,6.700462818145752,24.207178115844727,68.59052276611328
2021-02-08 00:00:00+00:00,46196.46484375,1746.6168212890625,167.21905517578125,7.8832502365112305,30.275327682495117,79.83154296875
2021-02-09 00:00:00+00:00,46481.10546875,1768.0350341796875,182.11447143554688,7.816792964935303,31.598886489868164,107.89927673339844
2021-02-10 00:00:00+00:00,44918.18359375,1744.243408203125,182.1743927001953,9.072214126586914,55.29847717285156,129.73715209960938
2021-02-11 00:00:00+00:00,47909.33203125,1783.7979736328125,184.49600219726562,9.215352058410645,47.37031936645508,124.43425750732422
2021-02-12 00:00:00+00:00,47504.8515625,1843.5325927734375,197.23170471191406,9.2470121383667,48.65618133544922,136.94839477539062
2021-02-13 00:00:00+00:00,47105.515625,1814.10986328125,226.22760009765625,8.732455253601074,43.787147521972656,133.4526824951172
2021-02-14 00:00:00+00:00,48717.2890625,1805.0841064453125,214.43026733398438,8.738896369934082,38.57595443725586,136.426513671875
2021-02-15 00:00:00+00:00,47945.05859375,1779.791015625,207.68101501464844,8.861739158630371,38.1765022277832,129.56788635253906
2021-02-16 00:00:00+00:00,49199.87109375,1781.0675048828125,210.54656982421875,8.297866821289062,36.33607482910156,130.05665588378906
2021-02-17 00:00:00+00:00,52149.0078125,1848.458251953125,236.97352600097656,8.222577095031738,37.052146911621094,164.67010498046875
2021-02-18 00:00:00+00:00,51679.796875,1937.44921875,226.8695526123047,8.980451583862305,41.01509094238281,195.93263244628906
2021-02-19 00:00:00+00:00,55888.1328125,1960.164794921875,236.67601013183594,11.465653419494629,38.75145721435547,332.61602783203125
2021-02-20 00:00:00+00:00,56099.51953125,1919.5340576171875,227.61988830566406,10.002663612365723,36.23386764526367,255.9537353515625
2021-02-21 00:00:00+00:00,57539.9453125,1935.60107421875,227.23135375976562,11.0855131149292,36.147972106933594,293.923583984375
2021-02-22 00:00:00+00:00,54207.3203125,1781.992919921875,208.10679626464844,14.454785346984863,32.279056549072266,267.5097961425781
2021-02-23 00:00:00+00:00,48824.42578125,1570.2039794921875,176.93492126464844,15.2015380859375,27.562902450561523,230.99424743652344
2021-02-24 00:00:00+00:00,49705.33203125,1626.57568359375,181.3784942626953,17.30270767211914,29.93597984313965,254.359130859375
2021-02-25 00:00:00+00:00,47093.8515625,1475.7037353515625,178.90184020996094,13.816014289855957,26.739532470703125,233.88595581054688
2021-02-26 00:00:00+00:00,46339.76171875,1446.03369140625,170.3981475830078,13.58794116973877,25.939809799194336,221.68043518066406
2021-02-27 00:00:00+00:00,46188.453125,1459.97314453125,172.10044860839844,13.201168060302734,25.814472198486328,225.2494354248047
2021-02-28 00:00:00+00:00,45137.76953125,1416.0489501953125,164.9271697998047,13.08924674987793,23.823219299316406,209.57440185546875
2021-03-01 00:00:00+00:00,49631.2421875,1564.7076416015625,175.23789978027344,14.955588340759277,27.403772354125977,254.6299285888672
2021-03-02 00:00:00+00:00,48378.98828125,1492.6087646484375,177.8724365234375,13.958921432495117,27.135156631469727,239.5225372314453
2021-03-03 00:00:00+00:00,50538.2421875,1575.8531494140625,188.52566528320312,14.115591049194336,27.272077560424805,241.09136962890625
2021-03-04 00:00:00+00:00,48561.16796875,1541.914306640625,181.07864379882812,13.097983360290527,25.80517578125,229.945068359375
2021-03-05 00:00:00+00:00,48927.3046875,1533.2750244140625,180.76560974121094,12.610443115234375,24.378053665161133,226.37255859375
2021-03-06 00:00:00+00:00,48912.3828125,1654.7415771484375,182.98190307617188,13.036458015441895,24.923477172851562,226.66685485839844
2021-03-07 00:00:00+00:00,51206.69140625,1723.15380859375,190.7591094970703,13.877732276916504,26.65015411376953,240.17921447753906
2021-03-08 00:00:00+00:00,52246.5234375,1834.7279052734375,191.9276885986328,13.602188110351562,25.545988082885742,240.31866455078125
2021-03-09 00:00:00+00:00,54824.1171875,1868.048828125,203.6378631591797,14.84631061553955,34.24869918823242,293.4632263183594
2021-03-10 00:00:00+00:00,56008.55078125,1799.166259765625,200.51686096191406,14.231083869934082,29.714048385620117,279.3580322265625
2021-03-11 00:00:00+00:00,57805.12109375,1826.1949462890625,201.25033569335938,15.992279052734375,30.72899055480957,289.7908020019531
2021-03-12 00:00:00+00:00,57332.08984375,1772.1024169921875,220.82940673828125,14.552142143249512,27.989315032958984,263.6858215332031
2021-03-13 00:00:00+00:00,61243.0859375,1924.6854248046875,226.5782928466797,15.308802604675293,30.90908432006836,276.1047058105469
2021-03-14 00:00:00+00:00,59302.31640625,1854.5643310546875,215.2960968017578,14.50826644897461,29.05876922607422,264.6367492675781
2021-03-15 00:00:00+00:00,55907.19921875,1791.7022705078125,201.26461791992188,14.186661720275879,29.017908096313477,254.66082763671875
2021-03-16 00:00:00+00:00,56804.90234375,1806.9718017578125,201.04063415527344,13.622773170471191,33.080162048339844,258.1006774902344
2021-03-17 00:00:00+00:00,58870.89453125,1823.4493408203125,206.06793212890625,14.220203399658203,32.64582824707031,269.8548583984375
2021-03-18 00:00:00+00:00,57858.921875,1782.8551025390625,200.5373077392578,14.230025291442871,33.301387786865234,261.7048034667969
2021-03-19 00:00:00+00:00,58346.65234375,1817.6241455078125,201.063720703125,14.204795837402344,37.764976501464844,264.05743408203125
2021-03-20 00:00:00+00:00,58313.64453125,1812.6346435546875,200.80642700195312,14.211980819702148,34.34647750854492,264.7416687011719
2021-03-21 00:00:00+00:00,57523.421875,1788.217041015625,196.42774963378906,14.332205772399902,32.81172180175781,264.88616943359375
2021-03-22 00:00:00+00:00,54529.14453125,1691.333984375,187.0778350830078,14.919293403625488,29.360292434692383,255.9001922607422
2021-03-23 00:00:00+00:00,54738.9453125,1678.650146484375,187.3939666748047,14.20483112335205,28.591270446777344,255.68966674804688
2021-03-24 00:00:00+00:00,52774.265625,1593.4134521484375,177.6549530029297,13.661297798156738,26.05170249938965,249.85137939453125
2021-03-25 00:00:00+00:00,51704.16015625,1595.3592529296875,173.06118774414062,13.02508544921875,25.997766494750977,234.88543701171875
2021-03-26 00:00:00+00:00,55137.3125,1702.842041015625,184.27867126464844,14.779420852661133,28.2379093170166,255.1045684814453
2021-03-27 00:00:00+00:00,55973.51171875,1716.49462890625,184.8304443359375,16.50832176208496,27.63164520263672,269.1023254394531
2021-03-28 00:00:00+00:00,55950.74609375,1691.35595703125,185.0284881591797,18.016233444213867,28.69735336303711,269.1912841796875
2021-03-29 00:00:00+00:00,57750.19921875,1819.6849365234375,194.4747772216797,18.854808807373047,29.469568252563477,275.2146301269531
2021-03-30 00:00:00+00:00,58917.69140625,1846.03369140625,196.68209838867188,19.233924865722656,29.625276565551758,311.4264831542969
2021-03-31 00:00:00+00:00,58918.83203125,1918.362060546875,197.4990997314453,19.465229034423828,28.72896957397461,302.0634460449219
2021-04-01 00:00:00+00:00,59095.80859375,1977.27685546875,204.11251831054688,19.084901809692383,28.418750762939453,335.212890625
2021-04-02 00:00:00+00:00,59384.3125,2143.2255859375,213.2283935546875,19.810222625732422,29.117610931396484,339.0077209472656
2021-04-03 00:00:00+00:00,57603.890625,2028.4224853515625,197.14820861816406,22.552276611328125,28.251848220825195,323.1335144042969
2021-04-04 00:00:00+00:00,58758.5546875,2093.122802734375,204.04290771484375,24.061323165893555,29.3297119140625,351.6243896484375
2021-04-05 00:00:00+00:00,59057.87890625,2107.88720703125,221.0690460205078,22.984283447265625,31.246593475341797,367.7724914550781
2021-04-06 00:00:00+00:00,58192.359375,2118.37890625,237.66490173339844,24.95714569091797,31.554494857788086,403.59075927734375
2021-04-07 00:00:00+00:00,56048.9375,1971.0772705078125,219.42367553710938,26.47808074951172,29.476511001586914,374.6588134765625
2021-04-08 00:00:00+00:00,58323.953125,2088.57373046875,227.00302124023438,27.033987045288086,30.764034271240234,418.03839111328125
2021-04-09 00:00:00+00:00,58245.00390625,2072.10888671875,221.86236572265625,27.778274536132812,31.532609939575195,453.178466796875
2021-04-10 00:00:00+00:00,59793.234375,2135.942138671875,255.6201934814453,26.84140396118164,31.803802490234375,472.5603332519531
2021-04-11 00:00:00+00:00,60204.96484375,2157.656982421875,253.63446044921875,27.9318904876709,31.60232162475586,525.3855590820312
2021-04-12 00:00:00+00:00,59893.453125,2139.353271484375,244.49436950683594,28.512123107910156,33.883968353271484,598.72265625
2021-04-13 00:00:00+00:00,63503.45703125,2299.187744140625,266.9814758300781,27.4355525970459,33.67353057861328,549.5865478515625
2021-04-14 00:00:00+00:00,63109.6953125,2435.10498046875,279.7484130859375,26.47511100769043,38.462867736816406,549.5918579101562
2021-04-15 00:00:00+00:00,63314.01171875,2519.1162109375,286.5906066894531,27.818313598632812,37.143062591552734,542.632080078125
2021-04-16 00:00:00+00:00,61572.7890625,2431.946533203125,310.61273193359375,25.39736557006836,35.631317138671875,510.2201843261719
2021-04-17 00:00:00+00:00,60683.8203125,2344.89501953125,304.7599182128906,25.09987449645996,34.341453552246094,520.416748046875
2021-04-18 00:00:00+00:00,56216.18359375,2237.136962890625,273.09881591796875,32.30291748046875,29.253093719482422,481.03424072265625
2021-04-19 00:00:00+00:00,55724.265625,2166.188720703125,261.9192199707031,31.67589569091797,26.283065795898438,505.0929260253906
2021-04-20 00:00:00+00:00,56473.03125,2330.2109375,260.94134521484375,31.77005386352539,27.34795379638672,587.0291137695312
2021-04-21 00:00:00+00:00,53906.08984375,2364.751708984375,258.80560302734375,32.51304244995117,25.90350341796875,546.0235595703125
2021-04-22 00:00:00+00:00,51762.2734375,2403.53515625,253.07835388183594,38.8797607421875,24.034961700439453,506.01300048828125
2021-04-23 00:00:00+00:00,51093.65234375,2363.586181640625,241.35877990722656,36.97842025756836,23.498424530029297,526.5652465820312
2021-04-24 00:00:00+00:00,50050.8671875,2211.625732421875,224.8357696533203,40.7373161315918,21.777528762817383,496.4150695800781
2021-04-25 00:00:00+00:00,49004.25390625,2316.0595703125,223.6328582763672,47.36762619018555,21.543121337890625,505.0770568847656
2021-04-26 00:00:00+00:00,54021.75390625,2534.481689453125,247.4059295654297,43.97651672363281,26.459278106689453,534.5776977539062
2021-04-27 00:00:00+00:00,55033.1171875,2662.865234375,259.65228271484375,43.2390022277832,27.820369720458984,568.4705200195312
2021-04-28 00:00:00+00:00,54824.703125,2746.380126953125,258.5051574707031,44.825984954833984,28.327573776245117,562.632568359375
2021-04-29 00:00:00+00:00,53555.109375,2756.876953125,255.58526611328125,42.460540771484375,27.92986488342285,599.70654296875
2021-04-30 00:00:00+00:00,57750.17578125,2773.20703125,271.1670837402344,42.95600128173828,32.918373107910156,624.08056640625
2021-05-01 00:00:00+00:00,57828.05078125,2945.892822265625,276.8335266113281,49.50802230834961,31.89084243774414,619.3472290039062
2021-05-02 00:00:00+00:00,56631.078125,2952.05615234375,269.1043701171875,46.890987396240234,31.304956436157227,622.1010131835938
2021-05-03 00:00:00+00:00,57200.29296875,3431.086181640625,294.7040100097656,45.93368911743164,35.93231964111328,675.68408203125
2021-05-04 00:00:00+00:00,53333.5390625,3253.62939453125,306.2344970703125,42.729557037353516,30.361431121826172,611.2003173828125
2021-05-05 00:00:00+00:00,57424.0078125,3522.783203125,356.0370788574219,44.92357635498047,35.263118743896484,651.6627197265625
2021-05-06 00:00:00+00:00,56396.515625,3490.88037109375,353.5103454589844,43.4556770324707,37.98084259033203,633.2803955078125
2021-05-07 00:00:00+00:00,57356.40234375,3484.72900390625,346.2535705566406,43.1550178527832,38.04991912841797,624.5632934570312
2021-05-08 00:00:00+00:00,58803.77734375,3902.647705078125,346.3687438964844,45.56153106689453,38.32207489013672,646.100830078125
2021-05-09 00:00:00+00:00,58232.31640625,3928.8447265625,386.4507751464844,44.330196380615234,39.021636962890625,662.2285766601562
2021-05-10 00:00:00+00:00,55859.796875,3952.2939453125,359.3293151855469,42.90963363647461,34.70148849487305,631.3519897460938
2021-05-11 00:00:00+00:00,56704.57421875,4168.701171875,377.3887939453125,44.57746887207031,36.82477951049805,672.3339233398438
2021-05-12 00:00:00+00:00,49150.53515625,3785.8486328125,303.0848693847656,42.45730972290039,32.0162467956543,588.1851806640625
2021-05-13 00:00:00+00:00,49716.19140625,3715.1484375,316.9093322753906,40.99785232543945,34.98023986816406,571.4345092773438
2021-05-14 00:00:00+00:00,49880.53515625,4079.057373046875,326.2338562011719,42.717864990234375,36.951202392578125,603.1282958984375
2021-05-15 00:00:00+00:00,46760.1875,3638.1220703125,299.77252197265625,43.461307525634766,34.41056442260742,563.0416870117188
2021-05-16 00:00:00+00:00,46456.05859375,3587.506103515625,296.6270446777344,47.200828552246094,36.5188102722168,562.829833984375
2021-05-17 00:00:00+00:00,43537.51171875,3282.397705078125,281.7693176269531,46.86320495605469,33.662254333496094,511.9643859863281
2021-05-18 00:00:00+00:00,42909.40234375,3380.070068359375,294.61932373046875,55.91096115112305,36.82215881347656,508.0223083496094
2021-05-19 00:00:00+00:00,37002.44140625,2460.67919921875,189.52017211914062,35.107181549072266,23.383895874023438,339.0254821777344
2021-05-20 00:00:00+00:00,40782.73828125,2784.294189453125,212.27613830566406,44.74274826049805,25.196884155273438,393.6127624511719
2021-05-21 00:00:00+00:00,37304.69140625,2430.621337890625,180.19703674316406,38.81285095214844,21.801769256591797,326.29632568359375
2021-05-22 00:00:00+00:00,37536.6328125,2295.70556640625,169.5945587158203,31.315582275390625,18.851139068603516,299.50408935546875
2021-05-23 00:00:00+00:00,34770.58203125,2109.579833984375,143.5193634033203,24.68874740600586,15.756152153015137,262.9456787109375
2021-05-24 00:00:00+00:00,38705.98046875,2643.591064453125,183.99412536621094,31.283571243286133,19.410947799682617,345.30963134765625
2021-05-25 00:00:00+00:00,38402.22265625,2706.62890625,183.49789428710938,29.99707794189453,19.450809478759766,344.1139831542969
2021-05-26 00:00:00+00:00,39294.19921875,2888.69873046875,199.22433471679688,35.539817810058594,20.905675888061523,379.85430908203125
2021-05-27 00:00:00+00:00,38436.96875,2736.488525390625,193.12109375,33.584590911865234,19.000335693359375,367.6557922363281
2021-05-28 00:00:00+00:00,35697.60546875,2419.90625,177.32066345214844,29.039276123046875,16.73341178894043,329.8799133300781
2021-05-29 00:00:00+00:00,34616.06640625,2279.51416015625,163.80810546875,27.376420974731445,16.127492904663086,305.0521545410156
2021-05-30 00:00:00+00:00,35678.12890625,2390.305419921875,170.9782257080078,28.602659225463867,16.534385681152344,325.7840270996094
2021-05-31 00:00:00+00:00,37332.85546875,2714.9453125,188.03367614746094,32.816246032714844,18.161319732666016,354.329345703125
2021-06-01 00:00:00+00:00,36684.92578125,2633.518310546875,182.98069763183594,30.985260009765625,17.773170471191406,362.7946472167969
2021-06-02 00:00:00+00:00,37575.1796875,2706.125,187.26397705078125,33.95631790161133,18.677080154418945,401.2623291015625
2021-06-03 00:00:00+00:00,39208.765625,2855.12646484375,193.086181640625,39.47090530395508,20.24371337890625,427.80792236328125
2021-06-04 00:00:00+00:00,36894.40625,2688.195068359375,178.87200927734375,37.415069580078125,18.247404098510742,391.39532470703125
2021-06-05 00:00:00+00:00,35551.95703125,2630.576904296875,173.02871704101562,39.58539962768555,17.250303268432617,390.4318542480469
2021-06-06 00:00:00+00:00,35862.37890625,2715.0927734375,176.63943481445312,42.30837631225586,17.400110244750977,393.8202209472656
2021-06-07 00:00:00+00:00,33560.70703125,2590.26318359375,161.73280334472656,38.262332916259766,15.522640228271484,357.3102111816406
2021-06-08 00:00:00+00:00,33472.6328125,2517.438720703125,161.16107177734375,41.51781463623047,14.868940353393555,354.0013732910156
2021-06-09 00:00:00+00:00,37345.12109375,2608.26708984375,172.13865661621094,42.031776428222656,15.38689136505127,375.73468017578125
2021-06-10 00:00:00+00:00,36702.59765625,2471.5185546875,168.20306396484375,41.09867477416992,14.176407814025879,352.1831970214844
2021-06-11 00:00:00+00:00,37334.3984375,2353.768798828125,162.88052368164062,36.046085357666016,13.418978691101074,345.9336853027344
2021-06-12 00:00:00+00:00,35552.515625,2372.484375,162.01486206054688,36.441688537597656,13.55193042755127,343.74102783203125
2021-06-13 00:00:00+00:00,39097.859375,2508.3916015625,170.93087768554688,38.77043533325195,14.775566101074219,366.6489562988281
